package_name,category,repo_age_days,days_since_last_commit,releases_per_year,stars_per_day,contributors_per_year,doc_completeness_score,has_license,weekly_downloads,open_issues,well_maintained
@ngxs/hmr-plugin,State management,3088,1,114.61374676165804,1.1492875647668395,21.053918393782386,1.0,1,15923,18.0,1
react-tidy,State management,2523,953,3.184898929845422,0.06460562822037257,0.7238406658739596,1.0,1,3890,5.0,0
@libre/atom,State management,2790,1302,1.4400537634408601,0.004301075268817204,0.2618279569892473,2.0,1,5504,10.0,0
rozenite-zustand-devtools,State management,158,149,6.935126582278481,0.15822784810126583,2.3117088607594938,2.0,1,5590,0.0,1
@tko/observable,State management,3875,2,1.8851612903225807,0.08129032258064516,2.733483870967742,1.0,1,1470,77.0,1
@dbeining/react-atom,State management,2811,1302,6.496798292422625,0.05585200996086802,0.25987193169690503,1.0,1,5131,31.0,0
@zubridge/electron,State management,533,0,31.52251407129456,0.09193245778611632,2.0558161350844277,2.0,1,3908,14.0,1
elf-sync-state,State management,1540,692,2.6089285714285713,0.007792207792207792,0.7115259740259741,1.0,1,5636,2.0,0
state-in-url,State management,882,11,41.82568027210885,0.47278911564625853,3.727040816326531,2.0,1,3927,1.0,1
@gajae-code/agent-core,State management,64,0,143.6918531169311,10.121843086852163,52.64205840770872,1.0,1,4332,35.0,1
@caupulican/pi-agent-core,State management,65,2,143.6918531169311,0.0,52.64205840770872,1.0,1,961,0.0,1
expo-zustand-persist,State management,641,137,2.279251170046802,0.0124804992199688,1.7094383775351012,2.0,0,2912,0.0,1
@f5-sales-demo/pi-agent-core,State management,112,0,143.6918531169311,0.0,52.64205840770872,1.0,1,10358,88.0,1
react-persistent-state-hook,State management,1406,872,4.9358108108108105,0.0,0.25977951635846375,1.0,1,3481,0.0,0
@ngxs/websocket-plugin,State management,3088,1,143.6918531169311,1.1492875647668395,21.053918393782386,1.0,1,6357,18.0,1
@hirotoshioi/hiraku-core,State management,237,226,3.0822784810126582,0.02531645569620253,1.5411392405063291,2.0,1,2462,0.0,1
@kolisachint/hoocode-agent-core,State management,81,1,143.6918531169311,0.011111111111111112,8.116666666666667,2.0,1,1530,2.0,1
@sigx/reactivity,State management,230,0,93.69456521739131,0.008695652173913044,3.1760869565217393,1.0,1,4547,31.0,1
data,State management,575,17,6.987391304347826,0.0,0.6352173913043477,2.0,1,1099,0.0,1
smart-context-hooks,State management,882,224,2.070578231292517,0.0,0.41411564625850344,2.0,1,1641,0.0,1
zustand-middleware-yjs,State management,1847,714,5.932593394694098,0.07255008121277748,0.5932593394694098,1.0,1,2392,10.0,0
loro-mirror,State management,519,38,11.963872832369942,0.04816955684007707,5.630057803468208,1.0,0,2157,8.0,1
shelving,State management,2006,0,112.88883349950149,0.0014955134596211367,1.2745513459621136,1.0,1,1849,9.0,1
state-hooks,State management,2603,1760,0.8419131771033423,0.2139838647714176,0.5612754514022282,1.0,1,2153,9.0,0
@json-render/zustand,State management,196,21,27.95280612244898,10.121843086852163,40.99744897959184,2.0,1,2854,100.0,1
next-url-state,State management,289,6,11.374567474048442,0.02422145328719723,5.055363321799308,1.0,1,3868,1.0,1
wevu,State management,679,0,88.75736377025036,0.646539027982327,5.917157584683358,2.0,1,1922,14.0,1
radioactive-state,State management,2165,1433,3.3741339491916857,0.14457274826789837,0.33741339491916855,2.0,0,1191,1.0,0
array-utils-ts,State management,1171,138,2.4953031596925705,0.005977796754910333,0.3119128949615713,2.0,1,1675,0.0,1
@chakra-dev/dojo-hooks,State management,280,161,3.913392857142857,0.02857142857142857,6.522321428571429,2.0,0,551,7.0,1
fluxible-js,State management,2878,1382,11.802727588603197,0.005211952744961779,0.12691104933981934,2.0,1,192,0.0,0
@zhachory1/mewrite-agent,State management,42,5,143.6918531169311,0.022222222222222223,52.64205840770872,2.0,1,674,11.0,1
recoil-next,State management,609,185,2.998768472906404,0.022988505747126436,52.64205840770872,1.0,1,1544,0.0,1
@ilteoood/zorro,State management,327,4,2.2339449541284404,0.024464831804281346,3.3509174311926606,2.0,1,2012,14.0,1
alvamind,State management,534,526,8.207865168539326,0.0,0.6839887640449439,2.0,0,1593,0.0,0
ramda,Utility libraries,4786,3,4.8079293773506055,5.027998328458002,27.93178019222733,2.0,1,14616206,146.0,1
underscore,Utility libraries,6121,16,3.2819392256167292,4.466263682404835,19.631963731416434,2.0,1,27372319,53.0,1
type-fest,Utility libraries,2696,16,26.01186943620178,6.426186943620178,29.39883160237389,1.0,1,367320338,215.0,1
prelude-ls,Utility libraries,5177,76,0.9877342090013521,0.08209387676260382,0.8466293220011589,2.0,1,141891804,31.0,1
bytes,Utility libraries,5161,754,1.2738810308079829,0.09203642704902151,1.4154233675644254,1.0,1,123562680,11.0,0
escape-html,Utility libraries,5095,1412,0.3584396467124632,0.09656526005888126,0.5735034347399411,1.0,1,108714428,3.0,0
async,Utility libraries,5902,178,5.7553795323619115,4.769569637411047,16.894823788546255,2.0,1,95149629,27.0,1
follow-redirects,Utility libraries,5005,108,5.181368631368631,0.11608391608391608,2.627172827172827,2.0,1,102606531,17.0,1
string.prototype.trimend,Utility libraries,3145,54,1.5097774244833067,0.001589825119236884,0.23227344992050872,1.0,1,85045046,1.0,1
extend-shallow,Utility libraries,4292,1817,1.1063024231127678,0.007688723205964585,0.2553005591798695,2.0,1,69108978,4.0,0
globby,Utility libraries,4421,4,4.709172133001583,0.5987333182537887,4.213469803211943,1.0,1,94044787,0.0,1
string.prototype.trimstart,Utility libraries,3145,197,1.277503974562798,0.0012718600953895071,0.23227344992050872,1.0,1,75467934,1.0,1
unist-util-visit-parents,Utility libraries,3778,286,2.4169534145050293,0.021439915299100054,0.38671254632080465,1.0,1,57398900,1.0,1
unist-util-visit,Utility libraries,4045,188,2.167119901112484,0.08702101359703338,1.2641532756489493,1.0,1,57195771,0.0,1
unist-util-is,Utility libraries,3984,281,1.8335843373493976,0.011295180722891566,0.5500753012048193,1.0,1,57736147,0.0,1
mdast-util-to-string,Utility libraries,4045,821,1.5350432632880098,0.011372064276885044,0.36118665018541407,1.0,1,50994423,0.0,0
micromark-util-character,Utility libraries,2815,445,1.427264653641208,0.780461811722913,11.288365896980462,1.0,1,57036245,15.0,0
micromark-util-types,Utility libraries,2815,445,1.427264653641208,0.780461811722913,11.288365896980462,1.0,1,47997468,15.0,0
mdast-util-from-markdown,Utility libraries,2158,56,5.416126042632067,0.13206672845227063,0.8462696941612604,1.0,1,48883340,4.0,1
